X	Y	R	G	B
0.0	0.0	2	3	3
0.0	0.01	3	4	3
0.0	0.02	3	4	3
0.0	0.03	3	6	3
0.0	0.04	3	9	3
0.0	0.05	3	12	3
0.0	0.06	3	13	3
0.0	0.07	3	16	3
0.0	0.08	3	19	2
0.0	0.09	3	22	2
0.0	0.1	3	27	2
0.0	0.11	2	31	2
0.0	0.12	2	32	2
0.0	0.13	2	35	2
0.0	0.14	2	38	2
0.0	0.15	2	40	2
0.0	0.16	2	42	2
0.0	0.17	2	45	2
0.0	0.18	2	48	2
0.0	0.19	2	49	2
0.0	0.2	2	52	2
0.0	0.21	2	55	3
0.0	0.22	2	56	3
0.0	0.23	2	59	3
0.0	0.24	3	62	3
0.0	0.25	3	65	3
0.0	0.26	3	66	3
0.0	0.27	3	69	3
0.0	0.28	2	72	3
0.0	0.29	2	73	3
0.0	0.3	2	76	3
0.0	0.31	2	79	4
0.0	0.32	2	80	4
0.0	0.33	3	83	3
0.0	0.34	3	86	3
0.0	0.35	3	87	3
0.0	0.36	2	90	2
0.0	0.37	2	94	2
0.0	0.38	2	98	1
0.0	0.39	2	100	1
0.0	0.4	2	103	1
0.0	0.41	2	106	1
0.0	0.42	2	108	1
0.0	0.43	2	112	2
0.0	0.44	2	115	2
0.0	0.45	2	118	2
0.0	0.46	2	119	2
0.0	0.47	2	122	3
0.0	0.48	2	125	3
0.0	0.49	2	126	3
0.0	0.5	2	129	3
0.0	0.51	2	132	3
0.0	0.52	2	133	3
0.0	0.53	2	136	3
0.0	0.54	2	139	2
0.0	0.55	2	142	2
0.0	0.56	2	144	2
0.0	0.57	2	147	1
0.0	0.58	2	150	1
0.0	0.59	2	151	0
0.0	0.6	2	154	0
0.0	0.61	2	157	0
0.0	0.62	2	158	0
0.0	0.63	2	161	0
0.0	0.64	2	164	0
0.0	0.65	2	167	0
0.0	0.66	2	168	0
0.0	0.67	2	171	1
0.0	0.68	2	174	1
0.0	0.69	2	175	1
0.0	0.7	2	178	1
0.0	0.71	2	181	1
0.0	0.72	3	182	1
0.0	0.73	3	185	1
0.0	0.74	3	189	2
0.0	0.75	3	192	2
0.0	0.76	3	194	3
0.0	0.77	4	198	3
0.0	0.78	4	200	4
0.0	0.79	4	202	4
0.0	0.8	4	205	4
0.0	0.81	4	207	3
0.0	0.82	4	209	3
0.0	0.83	4	212	3
0.0	0.84	4	215	2
0.0	0.85	3	219	2
0.0	0.86	3	221	1
0.0	0.87	2	224	1
0.0	0.88	2	227	1
0.0	0.89	2	228	0
0.0	0.9	2	231	0
0.0	0.91	2	234	0
0.0	0.92	2	235	0
0.0	0.93	2	238	0
0.0	0.94	2	241	1
0.0	0.95	2	244	2
0.0	0.96	2	245	2
0.0	0.97	2	248	3
0.0	0.98	2	250	4
0.0	0.99	2	250	5
0.0	1.0	2	250	5
0.01	0.0	3	3	3
0.01	0.01	3	4	3
0.01	0.02	4	4	3
0.01	0.03	4	6	3
0.01	0.04	4	9	3
0.01	0.05	4	12	3
0.01	0.06	4	13	3
0.01	0.07	4	16	2
0.01	0.08	4	19	2
0.01	0.09	4	22	2
0.01	0.1	4	27	2
0.01	0.11	3	31	2
0.01	0.12	3	32	2
0.01	0.13	3	35	2
0.01	0.14	3	38	2
0.01	0.15	3	40	2
0.01	0.16	3	42	2
0.01	0.17	3	45	2
0.01	0.18	3	48	2
0.01	0.19	3	49	2
0.01	0.2	3	52	2
0.01	0.21	3	55	3
0.01	0.22	3	56	3
0.01	0.23	3	59	2
0.01	0.24	3	62	2
0.01	0.25	4	65	2
0.01	0.26	4	66	3
0.01	0.27	3	69	3
0.01	0.28	3	72	3
0.01	0.29	3	73	3
0.01	0.3	3	76	3
0.01	0.31	3	79	3
0.01	0.32	3	80	3
0.01	0.33	4	83	3
0.01	0.34	4	86	3
0.01	0.35	3	87	3
0.01	0.36	3	90	2
0.01	0.37	3	94	2
0.01	0.38	3	98	1
0.01	0.39	2	100	1
0.01	0.4	2	103	1
0.01	0.41	2	106	1
0.01	0.42	2	108	1
0.01	0.43	3	112	1
0.01	0.44	3	115	2
0.01	0.45	3	118	2
0.01	0.46	3	119	2
0.01	0.47	3	122	3
0.01	0.48	3	125	3
0.01	0.49	3	126	3
0.01	0.5	3	129	3
0.01	0.51	3	132	3
0.01	0.52	3	133	3
0.01	0.53	3	136	3
0.01	0.54	3	139	2
0.01	0.55	3	142	2
0.01	0.56	3	144	2
0.01	0.57	3	147	1
0.01	0.58	3	150	1
0.01	0.59	3	151	0
0.01	0.6	3	154	0
0.01	0.61	3	157	0
0.01	0.62	3	158	0
0.01	0.63	3	161	0
0.01	0.64	3	164	0
0.01	0.65	3	167	0
0.01	0.66	3	168	0
0.01	0.67	3	171	0
0.01	0.68	3	174	1
0.01	0.69	3	175	1
0.01	0.7	3	178	1
0.01	0.71	3	181	1
0.01	0.72	3	183	1
0.01	0.73	4	185	1
0.01	0.74	4	189	2
0.01	0.75	4	192	2
0.01	0.76	4	194	3
0.01	0.77	5	198	3
0.01	0.78	5	200	4
0.01	0.79	5	202	4
0.01	0.8	5	205	4
0.01	0.81	5	207	3
0.01	0.82	5	209	3
0.01	0.83	5	212	3
0.01	0.84	4	216	2
0.01	0.85	4	219	1
0.01	0.86	4	221	1
0.01	0.87	3	224	1
0.01	0.88	3	227	1
0.01	0.89	3	229	0
0.01	0.9	3	231	0
0.01	0.91	3	234	0
0.01	0.92	3	235	0
0.01	0.93	3	238	0
0.01	0.94	3	241	1
0.01	0.95	3	244	2
0.01	0.96	3	245	2
0.01	0.97	3	248	3
0.01	0.98	3	250	4
0.01	0.99	3	250	5
0.01	1.0	3	250	5
0.02	0.0	4	3	3
0.02	0.01	4	4	3
0.02	0.02	5	4	3
0.02	0.03	5	6	3
0.02	0.04	5	9	3
0.02	0.05	5	12	3
0.02	0.06	5	13	2
0.02	0.07	5	16	2
0.02	0.08	5	19	2
0.02	0.09	5	22	2
0.02	0.1	4	27	2
0.02	0.11	4	31	2
0.02	0.12	4	32	2
0.02	0.13	4	35	2
0.02	0.14	4	38	2
0.02	0.15	4	40	1
0.02	0.16	4	42	1
0.02	0.17	4	45	2
0.02	0.18	4	48	2
0.02	0.19	4	49	2
0.02	0.2	4	52	2
0.02	0.21	4	55	2
0.02	0.22	4	56	2
0.02	0.23	4	59	2
0.02	0.24	4	62	2
0.02	0.25	5	65	2
0.02	0.26	5	66	2
0.02	0.27	4	69	3
0.02	0.28	4	72	3
0.02	0.29	4	73	3
0.02	0.3	4	76	3
0.02	0.31	4	79	3
0.02	0.32	4	80	3
0.02	0.33	4	83	3
0.02	0.34	5	86	3
0.02	0.35	4	88	3
0.02	0.36	4	91	2
0.02	0.37	4	94	2
0.02	0.38	3	98	1
0.02	0.39	3	100	1
0.02	0.4	3	103	1
0.02	0.41	3	106	1
0.02	0.42	3	108	1
0.02	0.43	4	112	1
0.02	0.44	4	115	2
0.02	0.45	4	118	2
0.02	0.46	4	119	2
0.02	0.47	4	122	3
0.02	0.48	4	125	3
0.02	0.49	4	126	3
0.02	0.5	4	129	3
0.02	0.51	4	132	3
0.02	0.52	4	133	3
0.02	0.53	4	136	3
0.02	0.54	4	139	2
0.02	0.55	4	142	2
0.02	0.56	4	144	2
0.02	0.57	4	147	1
0.02	0.58	4	150	1
0.02	0.59	4	151	0
0.02	0.6	4	154	0
0.02	0.61	4	157	0
0.02	0.62	4	159	0
0.02	0.63	4	161	0
0.02	0.64	4	164	0
0.02	0.65	4	167	0
0.02	0.66	4	169	0
0.02	0.67	4	171	0
0.02	0.68	4	174	1
0.02	0.69	4	176	1
0.02	0.7	4	178	1
0.02	0.71	4	181	1
0.02	0.72	4	183	1
0.02	0.73	5	186	1
0.02	0.74	5	189	1
0.02	0.75	5	192	2
0.02	0.76	5	194	2
0.02	0.77	6	198	3
0.02	0.78	6	200	3
0.02	0.79	6	202	3
0.02	0.8	6	205	3
0.02	0.81	6	207	3
0.02	0.82	6	209	3
0.02	0.83	6	212	3
0.02	0.84	5	216	2
0.02	0.85	5	219	1
0.02	0.86	4	221	1
0.02	0.87	4	224	1
0.02	0.88	4	227	0
0.02	0.89	4	229	0
0.02	0.9	4	231	0
0.02	0.91	4	234	0
0.02	0.92	4	236	0
0.02	0.93	4	238	0
0.02	0.94	4	241	1
0.02	0.95	4	244	2
0.02	0.96	4	245	2
0.02	0.97	4	248	3
0.02	0.98	4	250	4
0.02	0.99	3	250	4
0.02	1.0	3	251	5
0.03	0.0	7	3	2
0.03	0.01	7	4	2
0.03	0.02	8	4	2
0.03	0.03	8	6	2
0.03	0.04	8	9	2
0.03	0.05	8	12	2
0.03	0.06	8	13	2
0.03	0.07	8	16	2
0.03	0.08	8	20	2
0.03	0.09	8	22	2
0.03	0.1	7	27	2
0.03	0.11	7	30	2
0.03	0.12	7	32	1
0.03	0.13	7	35	1
0.03	0.14	7	37	1
0.03	0.15	7	40	1
0.03	0.16	7	42	1
0.03	0.17	7	44	1
0.03	0.18	7	47	2
0.03	0.19	7	49	2
0.03	0.2	7	52	2
0.03	0.21	7	55	2
0.03	0.22	7	56	2
0.03	0.23	7	59	2
0.03	0.24	7	62	2
0.03	0.25	8	65	2
0.03	0.26	8	66	2
0.03	0.27	8	69	2
0.03	0.28	7	72	2
0.03	0.29	7	74	3
0.03	0.3	7	76	3
0.03	0.31	7	79	3
0.03	0.32	7	81	3
0.03	0.33	8	83	3
0.03	0.34	8	86	2
0.03	0.35	8	88	2
0.03	0.36	7	91	2
0.03	0.37	6	94	2
0.03	0.38	6	98	1
0.03	0.39	6	100	1
0.03	0.4	5	103	1
0.03	0.41	5	106	1
0.03	0.42	6	108	1
0.03	0.43	6	111	1
0.03	0.44	6	115	1
0.03	0.45	7	117	2
0.03	0.46	7	119	2
0.03	0.47	7	122	2
0.03	0.48	6	125	2
0.03	0.49	6	126	2
0.03	0.5	7	129	2
0.03	0.51	7	132	2
0.03	0.52	7	133	2
0.03	0.53	7	136	2
0.03	0.54	7	139	2
0.03	0.55	7	142	1
0.03	0.56	7	144	1
0.03	0.57	7	147	1
0.03	0.58	7	150	0
0.03	0.59	7	152	0
0.03	0.6	7	154	0
0.03	0.61	7	157	0
0.03	0.62	7	159	0
0.03	0.63	7	161	0
0.03	0.64	7	164	0
0.03	0.65	7	167	0
0.03	0.66	7	169	0
0.03	0.67	7	172	0
0.03	0.68	7	174	0
0.03	0.69	7	176	0
0.03	0.7	7	179	0
0.03	0.71	7	181	0
0.03	0.72	8	183	1
0.03	0.73	8	186	1
0.03	0.74	8	189	1
0.03	0.75	8	192	2
0.03	0.76	9	194	2
0.03	0.77	9	197	3
0.03	0.78	9	200	3
0.03	0.79	9	202	3
0.03	0.8	9	204	3
0.03	0.81	9	207	3
0.03	0.82	9	209	2
0.03	0.83	9	212	2
0.03	0.84	8	215	2
0.03	0.85	7	219	1
0.03	0.86	7	221	1
0.03	0.87	7	224	1
0.03	0.88	6	227	0
0.03	0.89	6	228	0
0.03	0.9	7	232	0
0.03	0.91	7	234	0
0.03	0.92	7	236	0
0.03	0.93	7	238	0
0.03	0.94	7	241	1
0.03	0.95	7	244	1
0.03	0.96	7	245	2
0.03	0.97	6	248	3
0.03	0.98	6	250	4
0.03	0.99	6	250	4
0.03	1.0	6	251	4
0.04	0.0	11	3	2
0.04	0.01	11	4	2
0.04	0.02	12	4	2
0.04	0.03	12	6	2
0.04	0.04	12	9	2
0.04	0.05	12	12	2
0.04	0.06	12	13	2
0.04	0.07	12	16	1
0.04	0.08	12	20	1
0.04	0.09	11	22	1
0.04	0.1	11	26	1
0.04	0.11	10	30	1
0.04	0.12	10	31	1
0.04	0.13	10	34	1
0.04	0.14	10	37	1
0.04	0.15	11	40	1
0.04	0.16	11	41	1
0.04	0.17	11	44	1
0.04	0.18	10	47	1
0.04	0.19	10	48	1
0.04	0.2	10	51	1
0.04	0.21	10	54	1
0.04	0.22	11	56	1
0.04	0.23	11	59	1
0.04	0.24	11	62	1
0.04	0.25	12	65	1
0.04	0.26	12	66	2
0.04	0.27	12	69	2
0.04	0.28	11	72	2
0.04	0.29	11	74	2
0.04	0.3	11	76	2
0.04	0.31	11	79	2
0.04	0.32	11	81	2
0.04	0.33	12	83	2
0.04	0.34	12	86	2
0.04	0.35	12	88	2
0.04	0.36	11	91	2
0.04	0.37	10	94	1
0.04	0.38	9	98	1
0.04	0.39	9	100	1
0.04	0.4	9	103	1
0.04	0.41	9	106	1
0.04	0.42	9	108	1
0.04	0.43	9	111	1
0.04	0.44	10	114	1
0.04	0.45	10	117	1
0.04	0.46	10	118	1
0.04	0.47	10	121	2
0.04	0.48	10	124	2
0.04	0.49	10	126	2
0.04	0.5	10	128	2
0.04	0.51	10	131	2
0.04	0.52	10	133	2
0.04	0.53	10	136	2
0.04	0.54	10	138	1
0.04	0.55	10	142	1
0.04	0.56	10	143	1
0.04	0.57	11	147	1
0.04	0.58	11	150	0
0.04	0.59	11	152	0
0.04	0.6	11	154	0
0.04	0.61	11	157	0
0.04	0.62	11	159	0
0.04	0.63	11	161	0
0.04	0.64	11	164	0
0.04	0.65	11	167	0
0.04	0.66	11	169	0
0.04	0.67	11	172	0
0.04	0.68	11	174	0
0.04	0.69	11	176	0
0.04	0.7	11	179	0
0.04	0.71	11	181	0
0.04	0.72	12	183	0
0.04	0.73	12	186	1
0.04	0.74	12	189	1
0.04	0.75	12	192	1
0.04	0.76	12	194	2
0.04	0.77	12	197	2
0.04	0.78	13	200	2
0.04	0.79	13	201	2
0.04	0.8	13	204	2
0.04	0.81	13	207	2
0.04	0.82	13	208	2
0.04	0.83	12	211	2
0.04	0.84	11	215	1
0.04	0.85	11	219	1
0.04	0.86	10	221	1
0.04	0.87	10	224	0
0.04	0.88	10	227	0
0.04	0.89	10	228	0
0.04	0.9	10	231	0
0.04	0.91	11	234	0
0.04	0.92	11	236	0
0.04	0.93	11	238	0
0.04	0.94	11	241	1
0.04	0.95	11	244	1
0.04	0.96	11	246	2
0.04	0.97	10	248	2
0.04	0.98	10	250	3
0.04	0.99	10	250	4
0.04	1.0	10	251	4
0.05	0.0	16	3	1
0.05	0.01	16	4	1
0.05	0.02	16	4	1
0.05	0.03	16	6	1
0.05	0.04	16	9	1
0.05	0.05	16	12	1
0.05	0.06	16	13	1
0.05	0.07	16	16	1
0.05	0.08	16	20	1
0.05	0.09	15	22	1
0.05	0.1	14	26	1
0.05	0.11	14	29	1
0.05	0.12	14	31	1
0.05	0.13	14	34	1
0.05	0.14	14	37	1
0.05	0.15	14	39	1
0.05	0.16	14	41	1
0.05	0.17	14	44	1
0.05	0.18	14	46	1
0.05	0.19	14	48	1
0.05	0.2	14	51	1
0.05	0.21	14	54	1
0.05	0.22	14	55	1
0.05	0.23	15	58	1
0.05	0.24	15	62	1
0.05	0.25	16	65	1
0.05	0.26	16	66	1
0.05	0.27	16	69	1
0.05	0.28	16	72	1
0.05	0.29	16	74	1
0.05	0.3	16	76	2
0.05	0.31	16	79	2
0.05	0.32	16	81	2
0.05	0.33	16	83	2
0.05	0.34	16	86	1
0.05	0.35	16	88	1
0.05	0.36	15	91	1
0.05	0.37	14	94	1
0.05	0.38	14	98	1
0.05	0.39	13	100	1
0.05	0.4	13	103	1
0.05	0.41	13	106	1
0.05	0.42	13	108	1
0.05	0.43	13	111	1
0.05	0.44	13	114	1
0.05	0.45	13	116	1
0.05	0.46	13	118	1
0.05	0.47	13	121	1
0.05	0.48	13	124	1
0.05	0.49	13	125	1
0.05	0.5	13	128	1
0.05	0.51	13	131	1
0.05	0.52	13	132	1
0.05	0.53	14	135	1
0.05	0.54	14	138	1
0.05	0.55	14	141	1
0.05	0.56	14	143	1
0.05	0.57	14	147	0
0.05	0.58	15	150	0
0.05	0.59	15	152	0
0.05	0.6	15	154	0
0.05	0.61	15	157	0
0.05	0.62	15	159	0
0.05	0.63	15	161	0
0.05	0.64	15	164	0
0.05	0.65	15	167	0
0.05	0.66	15	169	0
0.05	0.67	15	172	0
0.05	0.68	15	174	0
0.05	0.69	15	176	0
0.05	0.7	15	179	0
0.05	0.71	16	182	0
0.05	0.72	16	183	0
0.05	0.73	16	186	0
0.05	0.74	16	189	1
0.05	0.75	16	192	1
0.05	0.76	16	194	1
0.05	0.77	16	197	1
0.05	0.78	16	199	1
0.05	0.79	16	201	1
0.05	0.8	16	204	1
0.05	0.81	16	206	1
0.05	0.82	16	208	1
0.05	0.83	16	211	1
0.05	0.84	15	214	1
0.05	0.85	14	218	1
0.05	0.86	14	220	1
0.05	0.87	13	223	0
0.05	0.88	14	226	0
0.05	0.89	14	228	0
0.05	0.9	14	231	0
0.05	0.91	15	234	0
0.05	0.92	15	236	0
0.05	0.93	16	238	0
0.05	0.94	16	241	1
0.05	0.95	15	244	1
0.05	0.96	15	246	1
0.05	0.97	14	248	2
0.05	0.98	14	250	3
0.05	0.99	14	250	3
0.05	1.0	14	251	3
0.06	0.0	18	3	1
0.06	0.01	18	4	1
0.06	0.02	18	4	1
0.06	0.03	18	6	1
0.06	0.04	18	9	1
0.06	0.05	18	12	1
0.06	0.06	18	13	1
0.06	0.07	18	16	1
0.06	0.08	18	20	1
0.06	0.09	17	22	1
0.06	0.1	16	26	1
0.06	0.11	16	29	1
0.06	0.12	16	31	1
0.06	0.13	15	34	1
0.06	0.14	16	36	1
0.06	0.15	16	39	1
0.06	0.16	16	41	1
0.06	0.17	16	43	1
0.06	0.18	16	46	1
0.06	0.19	16	48	1
0.06	0.2	16	51	1
0.06	0.21	16	54	1
0.06	0.22	16	55	1
0.06	0.23	16	58	1
0.06	0.24	17	62	1
0.06	0.25	17	65	1
0.06	0.26	18	66	1
0.06	0.27	18	69	1
0.06	0.28	18	72	1
0.06	0.29	18	74	1
0.06	0.3	17	76	1
0.06	0.31	18	79	1
0.06	0.32	18	81	1
0.06	0.33	18	84	1
0.06	0.34	18	86	1
0.06	0.35	18	88	1
0.06	0.36	17	91	1
0.06	0.37	17	94	1
0.06	0.38	16	98	1
0.06	0.39	15	100	1
0.06	0.4	15	103	1
0.06	0.41	15	106	1
0.06	0.42	15	108	1
0.06	0.43	15	111	1
0.06	0.44	15	113	1
0.06	0.45	15	116	1
0.06	0.46	15	118	1
0.06	0.47	15	121	1
0.06	0.48	15	124	1
0.06	0.49	15	125	1
0.06	0.5	15	128	1
0.06	0.51	15	131	1
0.06	0.52	15	132	1
0.06	0.53	15	135	1
0.06	0.54	16	138	1
0.06	0.55	16	141	1
0.06	0.56	16	143	1
0.06	0.57	16	147	0
0.06	0.58	17	150	0
0.06	0.59	17	152	0
0.06	0.6	17	154	0
0.06	0.61	17	157	0
0.06	0.62	17	159	0
0.06	0.63	17	161	0
0.06	0.64	17	164	0
0.06	0.65	17	167	0
0.06	0.66	17	169	0
0.06	0.67	17	172	0
0.06	0.68	17	174	0
0.06	0.69	17	176	0
0.06	0.7	17	179	0
0.06	0.71	18	182	0
0.06	0.72	18	183	0
0.06	0.73	18	186	0
0.06	0.74	18	189	0
0.06	0.75	18	192	1
0.06	0.76	18	193	1
0.06	0.77	18	196	1
0.06	0.78	18	199	1
0.06	0.79	18	201	1
0.06	0.8	18	203	1
0.06	0.81	18	206	1
0.06	0.82	18	208	1
0.06	0.83	17	211	1
0.06	0.84	17	214	1
0.06	0.85	16	218	1
0.06	0.86	15	220	1
0.06	0.87	15	223	0
0.06	0.88	15	226	0
0.06	0.89	16	228	0
0.06	0.9	16	231	0
0.06	0.91	17	234	0
0.06	0.92	17	236	0
0.06	0.93	17	238	0
0.06	0.94	18	241	1
0.06	0.95	17	244	1
0.06	0.96	17	246	1
0.06	0.97	16	248	2
0.06	0.98	16	250	2
0.06	0.99	16	251	3
0.06	1.0	16	251	3
0.07	0.0	21	3	1
0.07	0.01	21	4	1
0.07	0.02	21	4	1
0.07	0.03	21	6	1
0.07	0.04	21	9	1
0.07	0.05	22	12	1
0.07	0.06	22	14	1
0.07	0.07	21	17	1
0.07	0.08	21	20	1
0.07	0.09	21	22	1
0.07	0.1	20	26	1
0.07	0.11	19	29	1
0.07	0.12	19	31	1
0.07	0.13	19	33	1
0.07	0.14	19	36	1
0.07	0.15	19	39	1
0.07	0.16	19	40	1
0.07	0.17	19	43	1
0.07	0.18	19	46	1
0.07	0.19	19	48	1
0.07	0.2	19	51	1
0.07	0.21	19	54	1
0.07	0.22	19	55	0
0.07	0.23	20	58	0
0.07	0.24	20	62	0
0.07	0.25	21	65	0
0.07	0.26	21	66	0
0.07	0.27	21	69	1
0.07	0.28	21	72	1
0.07	0.29	21	74	1
0.07	0.3	21	76	1
0.07	0.31	21	79	1
0.07	0.32	21	81	1
0.07	0.33	21	84	1
0.07	0.34	21	87	1
0.07	0.35	21	88	1
0.07	0.36	21	91	1
0.07	0.37	20	95	1
0.07	0.38	19	98	1
0.07	0.39	19	100	1
0.07	0.4	19	103	1
0.07	0.41	18	106	1
0.07	0.42	18	107	1
0.07	0.43	19	110	1
0.07	0.44	19	113	1
0.07	0.45	19	116	1
0.07	0.46	19	117	1
0.07	0.47	18	121	1
0.07	0.48	18	124	1
0.07	0.49	18	125	1
0.07	0.5	18	128	1
0.07	0.51	18	131	1
0.07	0.52	18	132	1
0.07	0.53	19	135	1
0.07	0.54	19	138	1
0.07	0.55	19	141	1
0.07	0.56	19	143	1
0.07	0.57	20	147	1
0.07	0.58	20	150	1
0.07	0.59	20	151	1
0.07	0.6	20	154	0
0.07	0.61	20	157	0
0.07	0.62	20	159	0
0.07	0.63	21	161	0
0.07	0.64	21	164	0
0.07	0.65	20	167	0
0.07	0.66	20	169	0
0.07	0.67	20	172	0
0.07	0.68	20	174	0
0.07	0.69	20	176	0
0.07	0.7	21	179	0
0.07	0.71	21	182	0
0.07	0.72	21	183	0
0.07	0.73	21	186	0
0.07	0.74	21	189	0
0.07	0.75	21	192	1
0.07	0.76	21	193	1
0.07	0.77	21	196	1
0.07	0.78	21	199	1
0.07	0.79	21	200	1
0.07	0.8	21	203	1
0.07	0.81	21	206	1
0.07	0.82	21	208	1
0.07	0.83	21	211	1
0.07	0.84	20	214	1
0.07	0.85	19	218	1
0.07	0.86	19	220	1
0.07	0.87	18	223	1
0.07	0.88	19	226	1
0.07	0.89	19	228	1
0.07	0.9	19	231	1
0.07	0.91	20	234	1
0.07	0.92	20	236	1
0.07	0.93	21	238	1
0.07	0.94	21	241	1
0.07	0.95	20	244	1
0.07	0.96	20	246	1
0.07	0.97	20	248	1
0.07	0.98	19	250	2
0.07	0.99	19	251	2
0.07	1.0	19	251	2
0.08	0.0	23	3	1
0.08	0.01	23	4	1
0.08	0.02	23	4	1
0.08	0.03	23	7	1
0.08	0.04	24	9	1
0.08	0.05	24	12	1
0.08	0.06	24	14	1
0.08	0.07	24	17	1
0.08	0.08	24	20	1
0.08	0.09	23	22	1
0.08	0.1	22	26	1
0.08	0.11	22	29	2
0.08	0.12	21	31	2
0.08	0.13	21	33	2
0.08	0.14	21	36	1
0.08	0.15	21	39	1
0.08	0.16	21	40	1
0.08	0.17	21	43	1
0.08	0.18	21	46	1
0.08	0.19	21	48	1
0.08	0.2	21	51	1
0.08	0.21	21	54	1
0.08	0.22	22	55	0
0.08	0.23	22	58	0
0.08	0.24	22	62	0
0.08	0.25	23	65	0
0.08	0.26	23	66	0
0.08	0.27	23	69	1
0.08	0.28	23	72	1
0.08	0.29	23	74	1
0.08	0.3	23	76	1
0.08	0.31	23	79	1
0.08	0.32	23	81	1
0.08	0.33	23	84	1
0.08	0.34	24	87	1
0.08	0.35	24	88	1
0.08	0.36	24	91	2
0.08	0.37	23	95	2
0.08	0.38	22	98	2
0.08	0.39	22	100	2
0.08	0.4	22	103	2
0.08	0.41	22	106	2
0.08	0.42	22	107	2
0.08	0.43	22	110	2
0.08	0.44	22	113	2
0.08	0.45	22	116	1
0.08	0.46	22	117	1
0.08	0.47	21	121	1
0.08	0.48	21	124	1
0.08	0.49	21	125	1
0.08	0.5	21	128	1
0.08	0.51	21	131	1
0.08	0.52	21	132	1
0.08	0.53	21	135	1
0.08	0.54	21	138	1
0.08	0.55	22	141	1
0.08	0.56	22	143	1
0.08	0.57	22	147	1
0.08	0.58	22	150	1
0.08	0.59	22	151	1
0.08	0.6	22	154	1
0.08	0.61	23	157	1
0.08	0.62	23	158	1
0.08	0.63	23	161	1
0.08	0.64	23	164	1
0.08	0.65	23	167	0
0.08	0.66	23	169	0
0.08	0.67	23	172	0
0.08	0.68	23	174	0
0.08	0.69	23	176	0
0.08	0.7	23	179	0
0.08	0.71	23	182	0
0.08	0.72	23	183	0
0.08	0.73	24	186	0
0.08	0.74	24	189	1
0.08	0.75	24	192	1
0.08	0.76	24	194	1
0.08	0.77	23	197	1
0.08	0.78	24	199	1
0.08	0.79	24	201	1
0.08	0.8	24	204	1
0.08	0.81	24	206	1
0.08	0.82	24	208	1
0.08	0.83	23	211	1
0.08	0.84	22	214	1
0.08	0.85	22	218	1
0.08	0.86	21	220	1
0.08	0.87	21	223	1
0.08	0.88	21	226	1
0.08	0.89	21	228	1
0.08	0.9	22	231	1
0.08	0.91	22	234	1
0.08	0.92	22	235	1
0.08	0.93	23	238	1
0.08	0.94	23	241	1
0.08	0.95	23	244	1
0.08	0.96	22	245	1
0.08	0.97	22	248	1
0.08	0.98	22	250	1
0.08	0.99	21	251	2
0.08	1.0	21	251	2
0.09	0.0	24	3	1
0.09	0.01	24	4	1
0.09	0.02	24	4	1
0.09	0.03	24	7	1
0.09	0.04	25	9	1
0.09	0.05	25	13	1
0.09	0.06	25	14	1
0.09	0.07	25	17	1
0.09	0.08	25	20	2
0.09	0.09	24	22	2
0.09	0.1	23	26	2
0.09	0.11	23	29	2
0.09	0.12	23	31	2
0.09	0.13	22	34	2
0.09	0.14	22	36	2
0.09	0.15	23	39	2
0.09	0.16	23	41	2
0.09	0.17	23	43	1
0.09	0.18	22	46	1
0.09	0.19	22	48	1
0.09	0.2	22	51	1
0.09	0.21	23	54	1
0.09	0.22	23	55	1
0.09	0.23	23	59	0
0.09	0.24	23	62	0
0.09	0.25	24	65	0
0.09	0.26	24	66	0
0.09	0.27	24	69	1
0.09	0.28	24	72	1
0.09	0.29	24	74	1
0.09	0.3	24	76	1
0.09	0.31	24	79	1
0.09	0.32	24	81	1
0.09	0.33	25	84	2
0.09	0.34	25	87	2
0.09	0.35	25	89	2
0.09	0.36	25	92	2
0.09	0.37	24	95	2
0.09	0.38	24	98	2
0.09	0.39	24	100	2
0.09	0.4	23	103	2
0.09	0.41	23	106	2
0.09	0.42	23	107	2
0.09	0.43	23	110	2
0.09	0.44	23	113	2
0.09	0.45	23	116	2
0.09	0.46	23	117	2
0.09	0.47	22	121	1
0.09	0.48	22	124	1
0.09	0.49	22	125	1
0.09	0.5	22	128	1
0.09	0.51	22	131	1
0.09	0.52	22	132	1
0.09	0.53	22	135	1
0.09	0.54	22	138	1
0.09	0.55	23	141	1
0.09	0.56	23	143	1
0.09	0.57	23	147	1
0.09	0.58	23	150	1
0.09	0.59	23	151	1
0.09	0.6	23	154	1
0.09	0.61	23	157	1
0.09	0.62	24	158	1
0.09	0.63	24	161	1
0.09	0.64	24	164	1
0.09	0.65	24	167	1
0.09	0.66	24	169	0
0.09	0.67	23	172	0
0.09	0.68	24	174	0
0.09	0.69	24	176	0
0.09	0.7	24	179	0
0.09	0.71	24	182	0
0.09	0.72	25	184	0
0.09	0.73	25	187	1
0.09	0.74	25	189	1
0.09	0.75	25	192	1
0.09	0.76	25	194	1
0.09	0.77	25	197	1
0.09	0.78	25	200	1
0.09	0.79	25	201	1
0.09	0.8	25	204	1
0.09	0.81	25	207	1
0.09	0.82	25	208	1
0.09	0.83	24	211	1
0.09	0.84	23	215	1
0.09	0.85	23	218	1
0.09	0.86	22	220	1
0.09	0.87	22	223	1
0.09	0.88	22	226	1
0.09	0.89	22	228	1
